plate_group_label,assay_plate_label,well_position,assay_read_on,col,row,raw_assay_value,volume_uL,MDL,Filled On,Run Number,Filtered out at 12:22:45 PM
PG-4586,833283,E1,4/4/2017 10:17,1,5,1.27,236.2433,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,D10,4/4/2017 10:17,10,4,1.2624,234.785696,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,B7,4/4/2017 10:17,7,2,1.2681,235.878899,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,F2,4/4/2017 10:17,2,6,1.2676,235.783004,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,G10,4/4/2017 10:17,10,7,1.264,235.09256,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,A1,4/4/2017 10:17,1,1,1.2645,235.188455,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,H2,4/4/2017 10:17,2,8,1.2685,235.955615,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,F12,4/4/2017 10:17,12,6,1.2561,233.577419,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,D12,4/4/2017 10:17,12,4,1.2584,234.018536,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,D7,4/4/2017 10:17,7,4,1.2808,238.314632,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,G1,4/4/2017 10:17,1,7,1.2637,235.035023,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,G6,4/4/2017 10:17,6,7,1.2669,235.648751,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,H1,4/4/2017 10:17,1,8,1.2618,234.670622,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,D5,4/4/2017 10:17,5,4,1.2678,235.821362,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,E6,4/4/2017 10:17,6,5,1.2666,235.591214,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,G5,4/4/2017 10:17,5,7,1.2658,235.437782,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,A7,4/4/2017 10:17,7,1,1.2697,236.185763,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,H9,4/4/2017 10:17,9,8,1.2621,234.728159,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,D2,4/4/2017 10:17,2,4,1.2696,236.166584,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,F9,4/4/2017 10:17,9,6,1.2654,235.361066,MDL-7658,4/4/2017,1,Untagged
PG-4586,833283,E7,4/4/2017 10:17,7,5,1.2649,235.265171,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E5,4/4/2017 10:19,5,5,1.2625,234.804875,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D11,4/4/2017 10:19,11,4,1.2672,235.706288,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F11,4/4/2017 10:19,11,6,1.2567,233.692493,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B5,4/4/2017 10:19,5,2,1.2573,233.807567,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H5,4/4/2017 10:19,5,8,1.2556,233.481524,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G1,4/4/2017 10:19,1,7,1.2626,234.824054,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H1,4/4/2017 10:19,1,8,1.2612,234.555548,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F4,4/4/2017 10:19,4,6,1.2662,235.514498,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G10,4/4/2017 10:19,10,7,1.2598,234.287042,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F7,4/4/2017 10:19,7,6,1.2705,236.339195,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F12,4/4/2017 10:19,12,6,1.2562,233.596598,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G8,4/4/2017 10:19,8,7,1.2686,235.974794,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G4,4/4/2017 10:19,4,7,1.2534,233.059586,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G11,4/4/2017 10:19,11,7,1.257,233.75003,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D4,4/4/2017 10:19,4,4,1.2577,233.884283,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E4,4/4/2017 10:19,4,5,1.2711,236.454269,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B11,4/4/2017 10:19,11,2,1.2615,234.613085,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A5,4/4/2017 10:19,5,1,1.2585,234.037715,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F2,4/4/2017 10:19,2,6,1.2678,235.821362,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G5,4/4/2017 10:19,5,7,1.2673,235.725467,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D10,4/4/2017 10:19,10,4,1.2604,234.402116,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F5,4/4/2017 10:19,5,6,1.2666,235.591214,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A6,4/4/2017 10:19,6,1,1.2635,234.996665,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C3,4/4/2017 10:19,3,3,1.2622,234.747338,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G6,4/4/2017 10:19,6,7,1.2676,235.783004,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C4,4/4/2017 10:19,4,3,1.2511,232.618469,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C2,4/4/2017 10:19,2,3,1.268,235.85972,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G2,4/4/2017 10:19,2,7,1.2642,235.130918,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C7,4/4/2017 10:19,7,3,1.2715,236.530985,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A1,4/4/2017 10:19,1,1,1.2636,235.015844,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C8,4/4/2017 10:19,8,3,1.2625,234.804875,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H4,4/4/2017 10:19,4,8,1.2624,234.785696,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A10,4/4/2017 10:19,10,1,1.262,234.70898,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C1,4/4/2017 10:19,1,3,1.2509,232.580111,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D7,4/4/2017 10:19,7,4,1.2725,236.722775,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B1,4/4/2017 10:19,1,2,1.2634,234.977486,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H10,4/4/2017 10:19,10,8,1.2713,236.492627,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E10,4/4/2017 10:19,10,5,1.2603,234.382937,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H3,4/4/2017 10:19,3,8,1.2566,233.673314,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E6,4/4/2017 10:19,6,5,1.266,235.47614,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B8,4/4/2017 10:19,8,2,1.257,233.75003,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A4,4/4/2017 10:19,4,1,1.2579,233.922641,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E11,4/4/2017 10:19,11,5,1.2591,234.152789,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G7,4/4/2017 10:19,7,7,1.2638,235.054202,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C6,4/4/2017 10:19,6,3,1.2633,234.958307,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B10,4/4/2017 10:19,10,2,1.2627,234.843233,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H12,4/4/2017 10:19,12,8,1.2507,232.541753,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B12,4/4/2017 10:19,12,2,1.2578,233.903462,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D9,4/4/2017 10:19,9,4,1.2728,236.780312,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D3,4/4/2017 10:19,3,4,1.2672,235.706288,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G12,4/4/2017 10:19,12,7,1.2648,235.245992,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H7,4/4/2017 10:19,7,8,1.2671,235.687109,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E2,4/4/2017 10:19,2,5,1.2652,235.322708,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H9,4/4/2017 10:19,9,8,1.2599,234.306221,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D8,4/4/2017 10:19,8,4,1.2645,235.188455,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C5,4/4/2017 10:19,5,3,1.2574,233.826746,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A2,4/4/2017 10:19,2,1,1.2663,235.533677,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B7,4/4/2017 10:19,7,2,1.2684,235.936436,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A3,4/4/2017 10:19,3,1,1.2609,234.498011,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A9,4/4/2017 10:19,9,1,1.2618,234.670622,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C12,4/4/2017 10:19,12,3,1.2572,233.788388,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B4,4/4/2017 10:19,4,2,1.2609,234.498011,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C11,4/4/2017 10:19,11,3,1.2593,234.191147,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E8,4/4/2017 10:19,8,5,1.26,234.3254,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H6,4/4/2017 10:19,6,8,1.2649,235.265171,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D2,4/4/2017 10:19,2,4,1.271,236.43509,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B9,4/4/2017 10:19,9,2,1.2697,236.185763,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B6,4/4/2017 10:19,6,2,1.2638,235.054202,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F10,4/4/2017 10:19,10,6,1.2621,234.728159,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H8,4/4/2017 10:19,8,8,1.2495,232.311605,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D12,4/4/2017 10:19,12,4,1.2565,233.654135,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F9,4/4/2017 10:19,9,6,1.2641,235.111739,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E1,4/4/2017 10:19,1,5,1.2707,236.377553,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F3,4/4/2017 10:19,3,6,1.2551,233.385629,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H2,4/4/2017 10:19,2,8,1.2702,236.281658,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F8,4/4/2017 10:19,8,6,1.2683,235.917257,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G3,4/4/2017 10:19,3,7,1.2535,233.078765,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F6,4/4/2017 10:19,6,6,1.2633,234.958307,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D6,4/4/2017 10:19,6,4,1.2602,234.363758,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,F1,4/4/2017 10:19,1,6,1.2704,236.320016,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C9,4/4/2017 10:19,9,3,1.2639,235.073381,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B3,4/4/2017 10:19,3,2,1.2546,233.289734,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,G9,4/4/2017 10:19,9,7,1.2679,235.840541,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A8,4/4/2017 10:19,8,1,1.2584,234.018536,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E12,4/4/2017 10:19,12,5,1.2537,233.117123,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E9,4/4/2017 10:19,9,5,1.2639,235.073381,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A12,4/4/2017 10:19,12,1,1.2639,235.073381,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E3,4/4/2017 10:19,3,5,1.2615,234.613085,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,B2,4/4/2017 10:19,2,2,1.2699,236.224121,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D5,4/4/2017 10:19,5,4,1.266,235.47614,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,C10,4/4/2017 10:19,10,3,1.2579,233.922641,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,H11,4/4/2017 10:19,11,8,1.2487,232.158173,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A11,4/4/2017 10:19,11,1,1.2628,234.862412,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,E7,4/4/2017 10:19,7,5,1.2619,234.689801,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,A7,4/4/2017 10:19,7,1,1.2692,236.089868,MDL-7658,4/4/2017,1,Untagged
PG-4586,833284,D1,4/4/2017 10:19,1,4,1.2742,237.048818,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D5,4/4/2017 10:21,5,4,1.2672,235.706288,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G3,4/4/2017 10:21,3,7,1.2525,232.886975,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,C5,4/4/2017 10:21,5,3,1.2583,233.999357,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,H2,4/4/2017 10:21,2,8,1.2669,235.648751,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,F12,4/4/2017 10:21,12,6,1.2569,233.730851,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,F8,4/4/2017 10:21,8,6,1.2659,235.456961,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G7,4/4/2017 10:21,7,7,1.2721,236.646059,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G8,4/4/2017 10:21,8,7,1.2715,236.530985,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,E7,4/4/2017 10:21,7,5,1.2619,234.689801,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B9,4/4/2017 10:21,9,2,1.2683,235.917257,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A8,4/4/2017 10:21,8,1,1.2568,233.711672,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,E2,4/4/2017 10:21,2,5,1.2647,235.226813,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D4,4/4/2017 10:21,4,4,1.2619,234.689801,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G4,4/4/2017 10:21,4,7,1.2564,233.634956,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G1,4/4/2017 10:21,1,7,1.2593,234.191147,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D7,4/4/2017 10:21,7,4,1.2747,237.144713,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,H4,4/4/2017 10:21,4,8,1.2625,234.804875,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A12,4/4/2017 10:21,12,1,1.2647,235.226813,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,H12,4/4/2017 10:21,12,8,1.2514,232.676006,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A5,4/4/2017 10:21,5,1,1.2568,233.711672,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A10,4/4/2017 10:21,10,1,1.2605,234.421295,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B5,4/4/2017 10:21,5,2,1.2554,233.443166,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A4,4/4/2017 10:21,4,1,1.2634,234.977486,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,E4,4/4/2017 10:21,4,5,1.2735,236.914565,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B10,4/4/2017 10:21,10,2,1.263,234.90077,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,H6,4/4/2017 10:21,6,8,1.2644,235.169276,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D1,4/4/2017 10:21,1,4,1.272,236.62688,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,E1,4/4/2017 10:21,1,5,1.2698,236.204942,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,H3,4/4/2017 10:21,3,8,1.2572,233.788388,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B3,4/4/2017 10:21,3,2,1.2571,233.769209,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G9,4/4/2017 10:21,9,7,1.2684,235.936436,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A7,4/4/2017 10:21,7,1,1.2702,236.281658,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,F9,4/4/2017 10:21,9,6,1.264,235.09256,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D12,4/4/2017 10:21,12,4,1.2585,234.037715,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,C4,4/4/2017 10:21,4,3,1.2539,233.155481,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,C7,4/4/2017 10:21,7,3,1.2711,236.454269,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D8,4/4/2017 10:21,8,4,1.2644,235.169276,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B2,4/4/2017 10:21,2,2,1.2701,236.262479,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B8,4/4/2017 10:21,8,2,1.2543,233.232197,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G6,4/4/2017 10:21,6,7,1.2686,235.974794,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A1,4/4/2017 10:21,1,1,1.2647,235.226813,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A11,4/4/2017 10:21,11,1,1.2633,234.958307,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,C8,4/4/2017 10:21,8,3,1.2621,234.728159,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,C11,4/4/2017 10:21,11,3,1.2621,234.728159,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,E8,4/4/2017 10:21,8,5,1.2583,233.999357,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,F10,4/4/2017 10:21,10,6,1.2631,234.919949,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G10,4/4/2017 10:21,10,7,1.2642,235.130918,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A3,4/4/2017 10:21,3,1,1.263,234.90077,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G2,4/4/2017 10:21,2,7,1.2637,235.035023,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,D6,4/4/2017 10:21,6,4,1.2631,234.919949,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B7,4/4/2017 10:21,7,2,1.2703,236.300837,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,C2,4/4/2017 10:21,2,3,1.2658,235.437782,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,G12,4/4/2017 10:21,12,7,1.2642,235.130918,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,H7,4/4/2017 10:21,7,8,1.2687,235.993973,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B11,4/4/2017 10:21,11,2,1.2643,235.150097,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,A6,4/4/2017 10:21,6,1,1.2664,235.552856,MDL-7658,4/4/2017,1,Untagged
PG-4586,833285,B6,4/4/2017 10:21,6,2,1.2645,235.188455,MDL-7658,4/4/2017,1,Untagged
